[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #1471] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 1; POS: 61,68]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #1472] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 1; POS: 62,68]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #1473] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 1; POS: 63,68]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #1474] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,24]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 1; POS: 64,68]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #1475] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,23]; Defender #1: [DIR: 1; POS: 101,32]; Defender #2: [DIR: 1; POS: 65,68]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #1476] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,22]; Defender #1: [DIR: 1; POS: 102,32]; Defender #2: [DIR: 1; POS: 66,68]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #1477] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,21]; Defender #1: [DIR: 1; POS: 103,32]; Defender #2: [DIR: 1; POS: 67,68]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #1478] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,20]; Defender #1: [DIR: 1; POS: 104,32]; Defender #2: [DIR: 1; POS: 68,68]; Defender #3: [DIR: 1; POS: 96,32]; 
[Tick #1479] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,19]; Defender #1: [DIR: 1; POS: 105,32]; Defender #2: [DIR: 1; POS: 69,68]; Defender #3: [DIR: 1; POS: 97,32]; 
[Tick #1480] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 0; POS: 12,18]; Defender #1: [DIR: 1; POS: 106,32]; Defender #2: [DIR: 1; POS: 70,68]; Defender #3: [DIR: 1; POS: 98,32]; 
[Tick #1481] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 0; POS: 12,17]; Defender #1: [DIR: 1; POS: 107,32]; Defender #2: [DIR: 1; POS: 71,68]; Defender #3: [DIR: 1; POS: 99,32]; 
[Tick #1482] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 3; POS: 12,16]; Defender #1: [DIR: 1; POS: 108,32]; Defender #2: [DIR: 0; POS: 72,68]; Defender #3: [DIR: 1; POS: 100,32]; 
[Tick #1483] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 3; POS: 11,16]; Defender #1: [DIR: 1; POS: 0,32]; Defender #2: [DIR: 0; POS: 72,67]; Defender #3: [DIR: 1; POS: 101,32]; 
[Tick #1484] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 3; POS: 10,16]; Defender #1: [DIR: 1; POS: 1,32]; Defender #2: [DIR: 0; POS: 72,66]; Defender #3: [DIR: 1; POS: 102,32]; 
[Tick #1485] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 3; POS: 9,16]; Defender #1: [DIR: 1; POS: 2,32]; Defender #2: [DIR: 0; POS: 72,65]; Defender #3: [DIR: 1; POS: 103,32]; 
[Tick #1486] Attacker: [DIR: 0; POS: 4,10]; Defender #0: [DIR: 3; POS: 8,16]; Defender #1: [DIR: 1; POS: 3,32]; Defender #2: [DIR: 0; POS: 72,64]; Defender #3: [DIR: 1; POS: 104,32]; 
[Tick #1487] Attacker: [DIR: 0; POS: 4,9]; Defender #0: [DIR: 3; POS: 7,16]; Defender #1: [DIR: 1; POS: 4,32]; Defender #2: [DIR: 0; POS: 72,63]; Defender #3: [DIR: 1; POS: 105,32]; 
[Tick #1488] Attacker: [DIR: 2; POS: 4,8]; Defender #0: [DIR: 1; POS: 8,16]; Defender #1: [DIR: 3; POS: 3,32]; Defender #2: [DIR: 2; POS: 72,64]; Defender #3: [DIR: 3; POS: 104,32]; 
[Tick #1489] Attacker: [DIR: 2; POS: 4,9]; Defender #0: [DIR: 1; POS: 9,16]; Defender #1: [DIR: 3; POS: 2,32]; Defender #2: [DIR: 2; POS: 72,65]; Defender #3: [DIR: 3; POS: 103,32]; 
[Tick #1490] Attacker: [DIR: 2; POS: 4,10]; Defender #0: [DIR: 1; POS: 9,16]; Defender #1: [DIR: 3; POS: 2,32]; Defender #2: [DIR: 2; POS: 72,65]; Defender #3: [DIR: 3; POS: 103,32]; 
[Tick #1491] Attacker: [DIR: 2; POS: 4,11]; Defender #0: [DIR: 1; POS: 10,16]; Defender #1: [DIR: 3; POS: 1,32]; Defender #2: [DIR: 2; POS: 72,66]; Defender #3: [DIR: 3; POS: 102,32]; 
[Tick #1492] Attacker: [DIR: 2; POS: 4,12]; Defender #0: [DIR: 1; POS: 10,16]; Defender #1: [DIR: 3; POS: 1,32]; Defender #2: [DIR: 2; POS: 72,66]; Defender #3: [DIR: 3; POS: 102,32]; 
[Tick #1493] Attacker: [DIR: 2; POS: 4,13]; Defender #0: [DIR: 1; POS: 11,16]; Defender #1: [DIR: 3; POS: 0,32]; Defender #2: [DIR: 2; POS: 72,67]; Defender #3: [DIR: 3; POS: 101,32]; 
[Tick #1494] Attacker: [DIR: 2; POS: 4,14]; Defender #0: [DIR: 1; POS: 11,16]; Defender #1: [DIR: 3; POS: 0,32]; Defender #2: [DIR: 2; POS: 72,67]; Defender #3: [DIR: 3; POS: 101,32]; 
[Tick #1495] Attacker: [DIR: 2; POS: 4,15]; Defender #0: [DIR: 2; POS: 12,16]; Defender #1: [DIR: 3; POS: 108,32]; Defender #2: [DIR: 3; POS: 72,68]; Defender #3: [DIR: 3; POS: 100,32]; 
[Tick #1496] Attacker: [DIR: 1; POS: 4,16]; Defender #0: [DIR: 2; POS: 12,16]; Defender #1: [DIR: 3; POS: 108,32]; Defender #2: [DIR: 3; POS: 72,68]; Defender #3: [DIR: 3; POS: 100,32]; 
[Tick #1497] Attacker: [DIR: 1; POS: 5,16]; Defender #0: [DIR: 2; POS: 12,17]; Defender #1: [DIR: 3; POS: 107,32]; Defender #2: [DIR: 3; POS: 71,68]; Defender #3: [DIR: 3; POS: 99,32]; 
[Tick #1498] Attacker: [DIR: 1; POS: 6,16]; Defender #0: [DIR: 2; POS: 12,17]; Defender #1: [DIR: 3; POS: 107,32]; Defender #2: [DIR: 3; POS: 71,68]; Defender #3: [DIR: 3; POS: 99,32]; 
[Tick #1499] Attacker: [DIR: 1; POS: 7,16]; Defender #0: [DIR: 2; POS: 12,18]; Defender #1: [DIR: 3; POS: 106,32]; Defender #2: [DIR: 3; POS: 70,68]; Defender #3: [DIR: 3; POS: 98,32]; 
[Tick #1500] Attacker: [DIR: 1; POS: 8,16]; Defender #0: [DIR: 2; POS: 12,18]; Defender #1: [DIR: 3; POS: 106,32]; Defender #2: [DIR: 3; POS: 70,68]; Defender #3: [DIR: 3; POS: 98,32]; 
[Tick #1501] Attacker: [DIR: 1; POS: 9,16]; Defender #0: [DIR: 2; POS: 12,19]; Defender #1: [DIR: 3; POS: 105,32]; Defender #2: [DIR: 3; POS: 69,68]; Defender #3: [DIR: 3; POS: 97,32]; 
[Tick #1502] Attacker: [DIR: 1; POS: 10,16]; Defender #0: [DIR: 2; POS: 12,19]; Defender #1: [DIR: 3; POS: 105,32]; Defender #2: [DIR: 3; POS: 69,68]; Defender #3: [DIR: 3; POS: 97,32]; 
[Tick #1503] Attacker: [DIR: 1; POS: 11,16]; Defender #0: [DIR: 2; POS: 12,20]; Defender #1: [DIR: 3; POS: 104,32]; Defender #2: [DIR: 3; POS: 68,68]; Defender #3: [DIR: 2; POS: 96,32]; 
[Tick #1504] Attacker: [DIR: 2; POS: 12,16]; Defender #0: [DIR: 2; POS: 12,20]; Defender #1: [DIR: 3; POS: 104,32]; Defender #2: [DIR: 3; POS: 68,68]; Defender #3: [DIR: 2; POS: 96,32]; 
[Tick #1505] Attacker: [DIR: 2; POS: 12,17]; Defender #0: [DIR: 2; POS: 12,21]; Defender #1: [DIR: 3; POS: 103,32]; Defender #2: [DIR: 3; POS: 67,68]; Defender #3: [DIR: 2; POS: 96,33]; 
[Tick #1506] Attacker: [DIR: 2; POS: 12,18]; Defender #0: [DIR: 2; POS: 12,21]; Defender #1: [DIR: 3; POS: 103,32]; Defender #2: [DIR: 3; POS: 67,68]; Defender #3: [DIR: 2; POS: 96,33]; 
[Tick #1507] Attacker: [DIR: 2; POS: 12,19]; Defender #0: [DIR: 2; POS: 12,22]; Defender #1: [DIR: 3; POS: 102,32]; Defender #2: [DIR: 3; POS: 66,68]; Defender #3: [DIR: 2; POS: 96,34]; 
[Tick #1508] Attacker: [DIR: 2; POS: 12,20]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 102,32]; Defender #2: [DIR: 3; POS: 66,68]; Defender #3: [DIR: 2; POS: 96,34]; 
[Tick #1509] Attacker: [DIR: 2; POS: 12,21]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 101,32]; Defender #2: [DIR: 3; POS: 65,68]; Defender #3: [DIR: 2; POS: 96,35]; 
[Tick #1510] Attacker: [DIR: 2; POS: 12,22]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 101,32]; Defender #2: [DIR: 3; POS: 65,68]; Defender #3: [DIR: 2; POS: 96,35]; 
[Tick #1511] Attacker: [DIR: 2; POS: 12,23]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 100,32]; Defender #2: [DIR: 3; POS: 64,68]; Defender #3: [DIR: 2; POS: 96,36]; 
[Tick #1512] Attacker: [DIR: 2; POS: 12,24]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 100,32]; Defender #2: [DIR: 3; POS: 64,68]; Defender #3: [DIR: 2; POS: 96,36]; 
[Tick #1513] Attacker: [DIR: 2; POS: 12,25]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 99,32]; Defender #2: [DIR: 3; POS: 63,68]; Defender #3: [DIR: 2; POS: 96,37]; 
[Tick #1514] Attacker: [DIR: 2; POS: 12,26]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 99,32]; Defender #2: [DIR: 3; POS: 63,68]; Defender #3: [DIR: 2; POS: 96,37]; 
[Tick #1515] Attacker: [DIR: 2; POS: 12,27]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 98,32]; Defender #2: [DIR: 3; POS: 62,68]; Defender #3: [DIR: 2; POS: 96,38]; 
[Tick #1516] Attacker: [DIR: 2; POS: 12,28]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 98,32]; Defender #2: [DIR: 3; POS: 62,68]; Defender #3: [DIR: 2; POS: 96,38]; 
[Tick #1517] Attacker: [DIR: 2; POS: 12,29]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 97,32]; Defender #2: [DIR: 3; POS: 61,68]; Defender #3: [DIR: 2; POS: 96,39]; 
[Tick #1518] Attacker: [DIR: 2; POS: 12,30]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 3; POS: 97,32]; Defender #2: [DIR: 3; POS: 61,68]; Defender #3: [DIR: 2; POS: 96,39]; 
[Tick #1519] Attacker: [DIR: 2; POS: 12,31]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,32]; Defender #2: [DIR: 3; POS: 60,68]; Defender #3: [DIR: 2; POS: 96,40]; 
[Tick #1520] Attacker: [DIR: 3; POS: 12,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,32]; Defender #2: [DIR: 3; POS: 60,68]; Defender #3: [DIR: 2; POS: 96,40]; 
[Tick #1521] Attacker: [DIR: 3; POS: 11,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,31]; Defender #2: [DIR: 3; POS: 59,68]; Defender #3: [DIR: 2; POS: 96,41]; 
[Tick #1522] Attacker: [DIR: 3; POS: 10,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,31]; Defender #2: [DIR: 3; POS: 59,68]; Defender #3: [DIR: 2; POS: 96,41]; 
[Tick #1523] Attacker: [DIR: 3; POS: 9,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,30]; Defender #2: [DIR: 3; POS: 58,68]; Defender #3: [DIR: 2; POS: 96,42]; 
[Tick #1524] Attacker: [DIR: 3; POS: 8,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,30]; Defender #2: [DIR: 3; POS: 58,68]; Defender #3: [DIR: 2; POS: 96,42]; 
[Tick #1525] Attacker: [DIR: 3; POS: 7,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,29]; Defender #2: [DIR: 3; POS: 57,68]; Defender #3: [DIR: 2; POS: 96,43]; 
[Tick #1526] Attacker: [DIR: 3; POS: 6,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,29]; Defender #2: [DIR: 3; POS: 57,68]; Defender #3: [DIR: 2; POS: 96,43]; 
[Tick #1527] Attacker: [DIR: 3; POS: 5,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 3; POS: 56,68]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #1528] Attacker: [DIR: 3; POS: 4,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,28]; Defender #2: [DIR: 3; POS: 56,68]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #1529] Attacker: [DIR: 3; POS: 3,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 3; POS: 55,68]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #1530] Attacker: [DIR: 3; POS: 2,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,27]; Defender #2: [DIR: 3; POS: 55,68]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #1531] Attacker: [DIR: 3; POS: 1,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 3; POS: 54,68]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #1532] Attacker: [DIR: 3; POS: 0,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 3; POS: 54,68]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #1533] Attacker: [DIR: 3; POS: 108,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 3; POS: 53,68]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #1534] Attacker: [DIR: 3; POS: 107,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 3; POS: 53,68]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #1535] Attacker: [DIR: 3; POS: 106,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 3; POS: 52,68]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #1536] Attacker: [DIR: 3; POS: 105,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 3; POS: 52,68]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #1537] Attacker: [DIR: 3; POS: 104,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 3; POS: 51,68]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #1538] Attacker: [DIR: 3; POS: 103,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 3; POS: 51,68]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #1539] Attacker: [DIR: 3; POS: 102,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 3; POS: 50,68]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #1540] Attacker: [DIR: 3; POS: 101,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 3; POS: 50,68]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #1541] Attacker: [DIR: 3; POS: 100,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 3; POS: 49,68]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #1542] Attacker: [DIR: 3; POS: 99,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 3; POS: 49,68]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #1543] Attacker: [DIR: 3; POS: 98,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 2; POS: 48,68]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #1544] Attacker: [DIR: 3; POS: 97,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 2; POS: 48,68]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #1545] Attacker: [DIR: 0; POS: 96,32]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 2; POS: 48,69]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #1546] Attacker: [DIR: 0; POS: 96,31]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 2; POS: 48,69]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #1547] Attacker: [DIR: 0; POS: 96,30]; Defender #0: [DIR: 3; POS: 54,44]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 2; POS: 48,70]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #1548] Attacker: [DIR: 0; POS: 96,29]; Defender #0: [DIR: 3; POS: 53,44]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 2; POS: 48,70]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #1549] Attacker: [DIR: 0; POS: 96,28]; Defender #0: [DIR: 3; POS: 52,44]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 2; POS: 48,71]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #1550] Attacker: [DIR: 0; POS: 96,27]; Defender #0: [DIR: 3; POS: 51,44]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 2; POS: 48,71]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #1551] Attacker: [DIR: 0; POS: 96,26]; Defender #0: [DIR: 3; POS: 50,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 2; POS: 48,72]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #1552] Attacker: [DIR: 0; POS: 96,25]; Defender #0: [DIR: 3; POS: 49,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 2; POS: 48,72]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #1553] Attacker: [DIR: 0; POS: 96,24]; Defender #0: [DIR: 3; POS: 48,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 2; POS: 48,73]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #1554] Attacker: [DIR: 0; POS: 96,23]; Defender #0: [DIR: 3; POS: 47,44]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 2; POS: 48,73]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #1555] Attacker: [DIR: 0; POS: 96,22]; Defender #0: [DIR: 3; POS: 46,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 2; POS: 48,74]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #1556] Attacker: [DIR: 0; POS: 96,21]; Defender #0: [DIR: 3; POS: 45,44]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 2; POS: 48,74]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #1557] Attacker: [DIR: 0; POS: 96,20]; Defender #0: [DIR: 3; POS: 44,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 2; POS: 48,75]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #1558] Attacker: [DIR: 0; POS: 96,19]; Defender #0: [DIR: 3; POS: 43,44]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 2; POS: 48,75]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #1559] Attacker: [DIR: 0; POS: 96,18]; Defender #0: [DIR: 3; POS: 42,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 2; POS: 48,76]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #1560] Attacker: [DIR: 0; POS: 96,17]; Defender #0: [DIR: 3; POS: 41,44]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 2; POS: 48,76]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #1561] Attacker: [DIR: 1; POS: 96,16]; Defender #0: [DIR: 3; POS: 40,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 2; POS: 48,77]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #1562] Attacker: [DIR: 1; POS: 97,16]; Defender #0: [DIR: 3; POS: 39,44]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 2; POS: 48,77]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #1563] Attacker: [DIR: 1; POS: 98,16]; Defender #0: [DIR: 3; POS: 38,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 2; POS: 48,78]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #1564] Attacker: [DIR: 1; POS: 99,16]; Defender #0: [DIR: 3; POS: 37,44]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 2; POS: 48,78]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #1565] Attacker: [DIR: 1; POS: 100,16]; Defender #0: [DIR: 3; POS: 36,44]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 2; POS: 48,79]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #1566] Attacker: [DIR: 1; POS: 101,16]; Defender #0: [DIR: 3; POS: 35,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 2; POS: 48,79]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #1567] Attacker: [DIR: 1; POS: 102,16]; Defender #0: [DIR: 3; POS: 34,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 48,80]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #1568] Attacker: [DIR: 1; POS: 103,16]; Defender #0: [DIR: 3; POS: 33,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 48,80]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #1569] Attacker: [DIR: 0; POS: 104,16]; Defender #0: [DIR: 3; POS: 32,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 47,80]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #1570] Attacker: [DIR: 0; POS: 104,15]; Defender #0: [DIR: 3; POS: 31,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 47,80]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #1571] Attacker: [DIR: 0; POS: 104,14]; Defender #0: [DIR: 3; POS: 30,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 46,80]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #1572] Attacker: [DIR: 0; POS: 104,13]; Defender #0: [DIR: 3; POS: 29,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 46,80]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #1573] Attacker: [DIR: 0; POS: 104,12]; Defender #0: [DIR: 3; POS: 28,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 45,80]; Defender #3: [DIR: 2; POS: 96,67]; 
[Tick #1574] Attacker: [DIR: 0; POS: 104,11]; Defender #0: [DIR: 3; POS: 27,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 45,80]; Defender #3: [DIR: 2; POS: 96,67]; 
[Tick #1575] Attacker: [DIR: 0; POS: 104,10]; Defender #0: [DIR: 3; POS: 26,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 44,80]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #1576] Attacker: [DIR: 0; POS: 104,9]; Defender #0: [DIR: 3; POS: 25,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 3; POS: 44,80]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #1577] Attacker: [DIR: 0; POS: 104,8]; Defender #0: [DIR: 1; POS: 26,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 45,80]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #1578] Attacker: [DIR: 0; POS: 104,7]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 46,80]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #1579] Attacker: [DIR: 0; POS: 104,6]; Defender #0: [DIR: 1; POS: 27,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 46,80]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #1580] Attacker: [DIR: 0; POS: 104,5]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 47,80]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #1581] Attacker: [DIR: 3; POS: 104,4]; Defender #0: [DIR: 1; POS: 28,44]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: 1; POS: 47,80]; Defender #3: [DIR: 0; POS: 96,65]; 
